Accession,BioSample,Organism_Name,Species,Genus,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
KX858506,,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,Astrovirus_PREDICT MAstV-24/KHP13-PTR1-0001,385,partial,Cambodia,Cambodia,Scotophilus kuhlii,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-05-27,2017-03-17,ssRNA(+)
KX858507,,Bat astrovirus Ms/sy10/CHN/2008,Bat astrovirus Ms/sy10/CHN/2008,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/sy10/CHN/2008/PREDICT_KHP13-PTR1-0006,385,partial,Cambodia,Cambodia,Scotophilus kuhlii,oronasopharynx,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-05-27,2017-03-17,ssRNA(+)
KX858508,,Bat astrovirus Ms/HK61/CHN/2007,Bat astrovirus Ms/HK61/CHN/2007,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/HK61/CHN/2007/PREDICT_KHP13-PTR1-0023,384,partial,Cambodia,Cambodia,Scotophilus kuhlii,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-05-27,2017-03-17,ssRNA(+)
KX858509,,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,Astrovirus_PREDICT MAstV-24/KHP13-PTR1-0030,385,partial,Cambodia,Cambodia,Scotophilus kuhlii,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-05-27,2017-03-17,ssRNA(+)
KX858510,,Bat astrovirus Tm/Guangxi/LD145/2007,Bat astrovirus Tm/Guangxi/LD145/2007,Mamastrovirus,Astroviridae,,Bat Astrovirus Tm/Guangxi/LD145/2007/PREDICT_PV1206.PA208,379,partial,Cambodia,Cambodia,Taphozous melanopogon,,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2010-12-06,2017-03-17,ssRNA(+)
KX858511,,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,Astrovirus_PREDICT MAstV-26/PV1206.PA202,385,partial,Cambodia,Cambodia,Hipposideros pomona,,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2010-12-06,2017-03-17,ssRNA(+)
KX858512,,Bat astrovirus Tm/Guangxi/LD153/2007,Bat astrovirus Tm/Guangxi/LD153/2007,Mamastrovirus,Astroviridae,,Bat Astrovirus Tm/Guangxi/LD153/2007/PREDICT_PV1206.PA204,385,partial,Cambodia,Cambodia,Taphozous melanopogon,,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2010-12-06,2017-03-17,ssRNA(+)
KX858513,,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,Astrovirus_PREDICT MAstV-25/PV1206.PA161,385,partial,Cambodia,Cambodia,Megaderma lyra,,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2010-12-06,2017-03-17,ssRNA(+)
KX858514,,Bat astrovirus Tm/Guangxi/LD153/2007,Bat astrovirus Tm/Guangxi/LD153/2007,Mamastrovirus,Astroviridae,,Bat Astrovirus Tm/Guangxi/LD153/2007/PREDICT_PV1206.PA205,385,partial,Cambodia,Cambodia,Taphozous melanopogon,,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2010-12-06,2017-03-17,ssRNA(+)
KX858515,,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,Astrovirus_PREDICT MAstV-23/PV1206.PA175,385,partial,Cambodia,Cambodia,Taphozous melanopogon,,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2010-12-06,2017-03-17,ssRNA(+)
KX858516,,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,Astrovirus_PREDICT MAstV-22/PV1206.PA190,377,partial,Cambodia,Cambodia,Rhinolophus shameli,,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2010-12-06,2017-03-17,ssRNA(+)
KX858517,,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,Astrovirus_PREDICT MAstV-25/PV1206.PA164,385,partial,Cambodia,Cambodia,Megaderma lyra,,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2010-12-06,2017-03-17,ssRNA(+)
KX858518,,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,Astrovirus_PREDICT MAstV-13/PV1206.PA178,373,partial,Cambodia,Cambodia,Rousettus sp.,,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2010-12-06,2017-03-17,ssRNA(+)
KX858519,,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,Astrovirus_PREDICT MAstV-138/KHP14-GT1-0001,385,partial,Cambodia,Cambodia,Macaca leonina,feces,,2014-01-07,2017-03-17,ssRNA(+)
KX858520,,Bat astrovirus Ms/HK61/CHN/2007,Bat astrovirus Ms/HK61/CHN/2007,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/HK61/CHN/2007/PREDICT_KHP13-VRM1-0037,331,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-03-09,2017-03-17,ssRNA(+)
KX858521,,Bat astrovirus Ms/sy10/CHN/2008,Bat astrovirus Ms/sy10/CHN/2008,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/sy10/CHN/2008/PREDICT_KHP13-VRM1-0070,385,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-03-09,2017-03-17,ssRNA(+)
KX858522,,Bat astrovirus Ms/sy10/CHN/2008,Bat astrovirus Ms/sy10/CHN/2008,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/sy10/CHN/2008/PREDICT_KHP13-VRM1-0022,385,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-03-09,2017-03-17,ssRNA(+)
KX858523,,Bat astrovirus Ms/sy10/CHN/2008,Bat astrovirus Ms/sy10/CHN/2008,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/sy10/CHN/2008/PREDICT_KHP13-VRM1-0076,385,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-03-09,2017-03-17,ssRNA(+)
KX858524,,Bat astrovirus Ms/sy10/CHN/2008,Bat astrovirus Ms/sy10/CHN/2008,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/sy10/CHN/2008/PREDICT_KHP13-VRB1-0032,384,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-03-09,2017-03-17,ssRNA(+)
KX858525,,Bat astrovirus Ms/sy10/CHN/2008,Bat astrovirus Ms/sy10/CHN/2008,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/sy10/CHN/2008/PREDICT_KHP13-VRB1-0033,385,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-03-09,2017-03-17,ssRNA(+)
KX858526,,Bat astrovirus Ms/sy10/CHN/2008,Bat astrovirus Ms/sy10/CHN/2008,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/sy10/CHN/2008/PREDICT_KHP13-VRB1-0024,385,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-03-09,2017-03-17,ssRNA(+)
KX858527,,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,Mamastrovirus-25/PREDICT_KHP13TO1-0023,367,partial,Cambodia,Cambodia,Rattus exulans,oronasopharynx,,2013-01-22,2017-03-17,ssRNA(+)
KX858528,,Bat astrovirus Ms/HK61/CHN/2007,Bat astrovirus Ms/HK61/CHN/2007,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/HK61/CHN/2007/PREDICT_KHP13-OTP1-0041,385,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-01-28,2017-03-17,ssRNA(+)
KX858529,,Bat astrovirus Ms/HK61/CHN/2007,Bat astrovirus Ms/HK61/CHN/2007,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/HK61/CHN/2007/PREDICT_KHP13-OTP1-0044,385,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-01-28,2017-03-17,ssRNA(+)
KX858530,,Bat astrovirus Ms/sy10/CHN/2008,Bat astrovirus Ms/sy10/CHN/2008,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/sy10/CHN/2008/PREDICT_KHP13-OTP1-0047,385,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-01-28,2017-03-17,ssRNA(+)
KX858531,,Bat astrovirus Sk/HK63/CHN/2007,Bat astrovirus Sk/HK63/CHN/2007,Mamastrovirus,Astroviridae,,Bat Astrovirus Sk/HK63/CHN/2007/PREDICT_KHP13-OTP1-0057,384,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-01-28,2017-03-17,ssRNA(+)
KX858532,,Bat astrovirus Ms/sy10/CHN/2008,Bat astrovirus Ms/sy10/CHN/2008,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/sy10/CHN/2008/PREDICT_KHP13-OTP1-0059,384,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-01-28,2017-03-17,ssRNA(+)
KX858533,,Bat astrovirus Ms/sy10/CHN/2008,Bat astrovirus Ms/sy10/CHN/2008,Mamastrovirus,Astroviridae,,Bat Astrovirus Ms/sy10/CHN/2008/PREDICT_KHP13-OTP1-0048,331,partial,Cambodia,Cambodia,Scotophilus,feces,"Lacroix,A., Duong,V., Hul,V., San,S., Davun,H., Omaliss,K., Chea,S., Hassanin,A., Theppangna,W., Silithammavong,S., Khammavong,K., Singhalath,S., Afelt,A., Greatorex,Z., Fine,A.E., Goldstein,T., Olson,S., Joly,D.O., Keatts,L., Dussart,P., Frutos,R., Buchy,P.",2013-01-28,2017-03-17,ssRNA(+)
KY320405,,Avastrovirus 2,Avastrovirus galli,Avastrovirus,Astroviridae,,Sweden 313,388,partial,Sweden: Uppsala,Sweden,Anas platyrhynchos,feces,"Wille,M., Lindqvist,K., Muradrasoli,S., Olsen,B., Jarhult,J., Jarhult,J.D.",2014-07-14,2017-03-17,ssRNA(+)
KY320406,,Avastrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,,Sweden 57,391,partial,Sweden: Uppsala,Sweden,Anas platyrhynchos,feces,"Wille,M., Lindqvist,K., Muradrasoli,S., Olsen,B., Jarhult,J., Jarhult,J.D.",2014-02-17,2017-03-17,ssRNA(+)
KY320407,,Avastrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,,Sweden 137,391,partial,Sweden: Uppsala,Sweden,Anas platyrhynchos,feces,"Wille,M., Lindqvist,K., Muradrasoli,S., Olsen,B., Jarhult,J., Jarhult,J.D.",2014-04-14,2017-03-17,ssRNA(+)
KY320408,,Avastrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,,Sweden 413,391,partial,Sweden: Uppsala,Sweden,Anas platyrhynchos,feces,"Wille,M., Lindqvist,K., Muradrasoli,S., Olsen,B., Jarhult,J., Jarhult,J.D.",2014-08-25,2017-03-17,ssRNA(+)
KY320409,,Avastrovirus 3,Avastrovirus intestini,Avastrovirus,Astroviridae,,Sweden 509,391,partial,Sweden: Uppsala,Sweden,Anas platyrhynchos,feces,"Wille,M., Lindqvist,K., Muradrasoli,S., Olsen,B., Jarhult,J., Jarhult,J.D.",2014-08-25,2017-03-17,ssRNA(+)
KY320410,,Avastrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,,Sweden 553,391,partial,Sweden: Uppsala,Sweden,Anas platyrhynchos,feces,"Wille,M., Lindqvist,K., Muradrasoli,S., Olsen,B., Jarhult,J., Jarhult,J.D.",2014-09-15,2017-03-17,ssRNA(+)
KY320411,,Avastrovirus 3,Avastrovirus intestini,Avastrovirus,Astroviridae,,Sweden 701,376,partial,Sweden: Uppsala,Sweden,Anas platyrhynchos,feces,"Wille,M., Lindqvist,K., Muradrasoli,S., Olsen,B., Jarhult,J., Jarhult,J.D.",2014-10-13,2017-03-17,ssRNA(+)
KY320412,,Avastrovirus 3,Avastrovirus intestini,Avastrovirus,Astroviridae,,Sweden 710,376,partial,Sweden: Uppsala,Sweden,Anas platyrhynchos,feces,"Wille,M., Lindqvist,K., Muradrasoli,S., Olsen,B., Jarhult,J., Jarhult,J.D.",2014-10-13,2017-03-17,ssRNA(+)
KY320413,,Avastrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,,Sweden 721,391,partial,Sweden: Uppsala,Sweden,Anas platyrhynchos,feces,"Wille,M., Lindqvist,K., Muradrasoli,S., Olsen,B., Jarhult,J., Jarhult,J.D.",2014-11-17,2017-03-17,ssRNA(+)
KY320414,,Avastrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,,Sweden 817,391,partial,Sweden: Uppsala,Sweden,Anas platyrhynchos,feces,"Wille,M., Lindqvist,K., Muradrasoli,S., Olsen,B., Jarhult,J., Jarhult,J.D.",2014-12-15,2017-03-17,ssRNA(+)
KY320415,,Avastrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,,Sweden 837,391,partial,Sweden: Uppsala,Sweden,Anas platyrhynchos,feces,"Wille,M., Lindqvist,K., Muradrasoli,S., Olsen,B., Jarhult,J., Jarhult,J.D.",2014-12-15,2017-03-17,ssRNA(+)
KY320416,,Avastrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,,Sweden 933,391,partial,Sweden: Uppsala,Sweden,Anas platyrhynchos,feces,"Wille,M., Lindqvist,K., Muradrasoli,S., Olsen,B., Jarhult,J., Jarhult,J.D.",2015-01-12,2017-03-17,ssRNA(+)
LT706530,SAMEA46861918,Mamastrovirus 13,Mamastrovirus ovis,Mamastrovirus,Astroviridae,,UK/2014/lamb/lib01455,6454,complete,United Kingdom,United Kingdom,Ovis aries,,"Hoeper,D.",2014-03,2017-03-10,ssRNA(+)
LT706531,SAMEA46861168,Mamastrovirus 13,Mamastrovirus ovis,Mamastrovirus,Astroviridae,,UK/2013/ewe/lib01454,6454,complete,United Kingdom,United Kingdom,Ovis aries,,"Hoeper,D.",2013-06,2017-03-10,ssRNA(+)
KU510441,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,357,partial,Gabon,Gabon,Miniopterus inflatus,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510442,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,357,partial,Gabon,Gabon,Macronycteris gigas,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510443,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,360,partial,Gabon,Gabon,Miniopterus inflatus,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510444,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,363,partial,Gabon,Gabon,Hipposideros caffer,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510445,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,363,partial,Gabon,Gabon,Hipposideros caffer,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510446,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,363,partial,Gabon,Gabon,Miniopterus inflatus,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510447,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,363,partial,Gabon,Gabon,Miniopterus inflatus,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510448,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,363,partial,Gabon,Gabon,Hipposideros caffer,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510449,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,363,partial,Gabon,Gabon,Hipposideros caffer,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510450,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,363,partial,Gabon,Gabon,Hipposideros caffer,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510451,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,363,partial,Gabon,Gabon,Macronycteris gigas,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510452,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,364,partial,Gabon,Gabon,Macronycteris gigas,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510453,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,366,partial,Gabon,Gabon,Miniopterus inflatus,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510454,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,366,partial,Gabon,Gabon,Hipposideros caffer,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510455,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,366,partial,Gabon,Gabon,Hipposideros caffer,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510456,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,366,partial,Gabon,Gabon,Miniopterus inflatus,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
KU510457,,Bat astrovirus,Bat astrovirus,,Astroviridae,,,366,partial,Gabon,Gabon,Miniopterus inflatus,,"Rougeron,V., Suquet,E., Maganga,G.D., Jiolle,D., Mombo,I.M., Bourgarel,M., Motsch,P., Arnathau,C., Durand,P., Drexler,F., Drosten,C., Renaud,F., Prugnolle,F., Leroy,E.M.",2009,2017-03-09,ssRNA(+)
